PassengerId,Alone,CompCntReduced,HomePlanetOrd,CryoSleep,CabinDeckOrd,CabinPort,DestinationOrd,DiscretizedAge4,DiscretizedAge5,VIP,PosRoomService,PosFoodCourt,PosShoppingMall,PosSpa,PosVRDeck,PTTotalSpent,Transported
0016_01,TRUE,0,2,TRUE,3,TRUE,2,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0017_01,FALSE,1,0,FALSE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0017_02,FALSE,1,0,FALSE,3,TRUE,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0.7043615217758314,FALSE
0020_01,FALSE,3+,0,TRUE,2,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0020_02,FALSE,3+,0,TRUE,2,FALSE,0,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0020_03,FALSE,3+,0,TRUE,2,FALSE,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0020_04,FALSE,3+,0,FALSE,2,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0020_05,FALSE,3+,0,TRUE,2,FALSE,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0020_06,FALSE,3+,0,FALSE,2,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0022_01,TRUE,0,2,FALSE,5,TRUE,2,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.6918116853800746,FALSE
0024_01,TRUE,0,1,TRUE,1,FALSE,2,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0025_01,TRUE,0,0,FALSE,3,FALSE,2,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.7417030187669986,FALSE
0026_01,TRUE,0,1,FALSE,1,TRUE,0,2,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1.3966025940357292,FALSE
0028_01,TRUE,0,2,FALSE,3,TRUE,2,3,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0.7642358943503496,FALSE
0030_01,TRUE,0,0,FALSE,4,FALSE,2,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.8751497772973917,FALSE
0031_01,FALSE,2,2,FALSE,3,TRUE,2,3,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1.0300524013840666,TRUE
0031_02,FALSE,2,2,FALSE,3,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0031_03,FALSE,2,2,FALSE,3,TRUE,2,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0158097944537192,TRUE
0034_01,TRUE,0,1,TRUE,5,FALSE,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0035_01,TRUE,0,2,FALSE,5,TRUE,0,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1.0105517815320393,FALSE
0036_01,TRUE,0,0,FALSE,3,FALSE,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.6625778445808239,FALSE
0038_01,TRUE,0,0,FALSE,3,FALSE,0,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1.0869381862526846,FALSE
0039_01,TRUE,0,0,TRUE,4,TRUE,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0041_01,TRUE,0,0,TRUE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0043_01,TRUE,0,1,FALSE,0,TRUE,2,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1.1094439394122697,FALSE
0044_01,FALSE,2,0,TRUE,4,TRUE,2,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0044_02,FALSE,2,0,TRUE,4,TRUE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0044_03,FALSE,2,0,TRUE,4,TRUE,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0045_01,FALSE,1,2,FALSE,3,TRUE,2,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0.7392600402886483,FALSE
0045_02,FALSE,1,2,TRUE,3,TRUE,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0050_01,TRUE,0,0,FALSE,2,FALSE,0,2,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5991970046339358,FALSE
0051_01,TRUE,0,0,FALSE,2,FALSE,2,3,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.8351604638427629,FALSE
0052_01,TRUE,0,0,FALSE,4,FALSE,2,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.2066265736516704,FALSE
0053_01,TRUE,0,0,FALSE,3,FALSE,2,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.8965198150292405,TRUE
0056_01,FALSE,2,1,FALSE,5,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0056_02,FALSE,2,1,TRUE,5,FALSE,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0056_03,FALSE,2,1,FALSE,5,FALSE,2,2,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1.195521868051556,TRUE
0058_01,TRUE,0,0,TRUE,4,FALSE,1,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0061_01,TRUE,0,0,FALSE,3,FALSE,2,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1.006395863086915,FALSE
0062_01,TRUE,0,0,FALSE,3,FALSE,2,3,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.5290190800651854,FALSE
0064_01,FALSE,1,2,TRUE,3,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0064_02,FALSE,1,2,TRUE,2,FALSE,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0066_01,TRUE,0,0,FALSE,4,TRUE,2,3,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.6076353547018339,FALSE
0067_01,FALSE,2,0,TRUE,4,FALSE,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0067_02,FALSE,2,0,FALSE,4,FALSE,2,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.5627532601178692,TRUE
0067_03,FALSE,2,0,FALSE,3,FALSE,0,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.908289273616946,FALSE
0068_01,TRUE,0,2,FALSE,2,FALSE,2,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0.6908755478757366,FALSE
0069_01,TRUE,0,0,FALSE,3,FALSE,2,3,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0.6419924443369776,TRUE
0070_01,TRUE,0,0,FALSE,3,TRUE,2,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0.6491078383438221,FALSE
0071_01,TRUE,0,0,FALSE,3,TRUE,2,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.9448941102839008,FALSE
0072_01,TRUE,0,0,FALSE,3,FALSE,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.6958396661549204,FALSE
0073_01,TRUE,0,2,FALSE,5,TRUE,1,2,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.6336253533495406,FALSE
0074_01,TRUE,0,1,FALSE,1,FALSE,2,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1.4433821797004696,TRUE
0076_01,TRUE,0,2,FALSE,3,FALSE,2,2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.7256551604372551,TRUE
0077_01,TRUE,0,2,FALSE,3,TRUE,2,2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.7642358943503496,TRUE
0078_01,TRUE,0,1,FALSE,1,FALSE,2,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1.66409250075619,FALSE
0081_01,TRUE,0,0,TRUE,4,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0082_01,FALSE,2,2,FALSE,3,TRUE,2,3,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.3743502706112567,FALSE
0082_02,FALSE,2,2,TRUE,3,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0082_03,FALSE,2,2,FALSE,3,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0084_01,TRUE,0,0,FALSE,4,FALSE,2,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.5627532601178692,TRUE
0085_01,TRUE,0,1,TRUE,1,FALSE,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0086_01,TRUE,0,0,FALSE,3,TRUE,2,3,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.7774434141689681,FALSE
0088_01,TRUE,0,2,TRUE,2,FALSE,1,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0090_01,TRUE,0,0,TRUE,4,FALSE,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0091_01,FALSE,1,0,TRUE,4,FALSE,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0091_02,FALSE,1,0,FALSE,3,FALSE,2,2,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.6473425977381522,FALSE
0092_01,FALSE,2,0,FALSE,4,TRUE,2,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.5627532601178692,FALSE
0092_02,FALSE,2,0,TRUE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0092_03,FALSE,2,0,TRUE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0097_01,TRUE,0,1,FALSE,5,FALSE,2,3,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.8801513117473253,FALSE
0098_01,FALSE,1,0,FALSE,4,TRUE,2,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.638742346772738,FALSE
0098_02,FALSE,1,0,FALSE,4,TRUE,2,1,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1.1362860525951408,TRUE
0099_01,FALSE,1,0,FALSE,3,TRUE,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.7621990664469327,FALSE
0099_02,FALSE,1,0,TRUE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0101_01,TRUE,0,2,TRUE,3,TRUE,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0102_01,TRUE,0,0,FALSE,3,FALSE,2,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.6487555063124164,FALSE
0103_01,FALSE,2,0,FALSE,3,FALSE,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.4789634619172703,TRUE
0103_02,FALSE,2,0,TRUE,4,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0103_03,FALSE,2,0,TRUE,4,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0105_01,TRUE,0,0,FALSE,3,TRUE,2,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.5618472947790107,FALSE
0107_01,TRUE,0,2,FALSE,5,FALSE,2,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.8645515358260434,FALSE
0108_01,FALSE,2,0,TRUE,4,FALSE,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0108_02,FALSE,2,0,FALSE,4,FALSE,2,2,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.6369235008391125,FALSE
0108_03,FALSE,2,0,FALSE,4,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0110_01,FALSE,3+,1,FALSE,1,TRUE,2,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1.2377229114944166,FALSE
0110_02,FALSE,3+,1,FALSE,0,TRUE,2,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.9101580677086614,FALSE
0110_03,FALSE,3+,1,FALSE,0,TRUE,2,3,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1.667175400279796,TRUE
0110_04,FALSE,3+,1,TRUE,0,TRUE,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0111_01,TRUE,0,1,TRUE,2,FALSE,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0112_01,TRUE,0,1,FALSE,0,FALSE,0,3,4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1.0046942017994611,TRUE
0113_01,TRUE,0,0,FALSE,3,TRUE,2,3,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.6048454645026844,TRUE
0114_01,TRUE,0,0,FALSE,4,FALSE,2,2,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.6437849971870298,FALSE
0115_01,TRUE,0,2,TRUE,3,TRUE,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0116_01,TRUE,0,1,FALSE,5,TRUE,2,2,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1.002852913529019,TRUE
0119_01,FALSE,1,1,FALSE,5,TRUE,2,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1.460095424473437,FALSE
0119_02,FALSE,1,1,TRUE,5,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0120_01,TRUE,0,2,TRUE,3,TRUE,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0122_01,TRUE,0,0,FALSE,4,FALSE,2,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.5922111917262434,FALSE
0123_01,TRUE,0,0,FALSE,3,TRUE,2,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.5613934097864182,FALSE
0126_01,TRUE,0,2,TRUE,3,FALSE,2,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0127_01,TRUE,0,2,FALSE,2,FALSE,2,2,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0.682655903161117,FALSE
0128_01,FALSE,1,2,FALSE,5,FALSE,2,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0491705928974238,FALSE
0128_02,FALSE,1,2,FALSE,2,FALSE,2,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.9252630758276904,FALSE
0129_01,TRUE,0,0,TRUE,4,FALSE,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0133_01,FALSE,1,2,TRUE,3,FALSE,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0133_02,FALSE,1,2,FALSE,5,FALSE,2,2,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.0155550165916207,FALSE
0134_01,TRUE,0,0,FALSE,4,TRUE,2,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.5799563897288892,TRUE
0136_01,TRUE,0,0,FALSE,4,FALSE,1,3,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.5699158394224816,FALSE
0138_01,FALSE,1,0,TRUE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0138_02,FALSE,1,0,FALSE,2,TRUE,2,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.6004152101800144,FALSE
0139_01,TRUE,0,1,TRUE,1,FALSE,0,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0140_01,FALSE,1,0,TRUE,4,TRUE,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0140_02,FALSE,1,0,FALSE,3,TRUE,2,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.6419924443369776,FALSE
0141_01,TRUE,0,2,FALSE,3,TRUE,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.02883636940217678,FALSE
0144_01,TRUE,0,0,FALSE,3,FALSE,2,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.5270152359239086,TRUE
0146_01,TRUE,0,0,FALSE,4,FALSE,2,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0147_01,TRUE,0,0,TRUE,4,FALSE,2,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0148_01,TRUE,0,2,FALSE,3,TRUE,2,3,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0.7236681419505158,FALSE
0149_01,TRUE,0,0,TRUE,4,FALSE,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0151_01,TRUE,0,0,TRUE,4,TRUE,0,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0152_01,TRUE,0,0,FALSE,3,TRUE,1,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.515257470013962,FALSE
0160_01,TRUE,0,0,FALSE,4,TRUE,2,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1.165246683459255,FALSE
0163_01,FALSE,1,1,TRUE,0,TRUE,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0163_02,FALSE,1,1,TRUE,0,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0164_01,FALSE,1,0,FALSE,4,FALSE,2,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.884721875271619,TRUE
0164_02,FALSE,1,0,TRUE,4,FALSE,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0165_01,TRUE,0,2,TRUE,3,TRUE,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0167_01,FALSE,1,2,TRUE,3,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0167_02,FALSE,1,2,FALSE,3,FALSE,2,2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0.8254495045046667,FALSE
0169_01,TRUE,0,0,TRUE,4,TRUE,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0170_01,TRUE,0,0,FALSE,2,FALSE,2,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.5983824666029234,FALSE
0171_01,TRUE,0,0,TRUE,4,FALSE,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0172_01,TRUE,0,0,TRUE,4,TRUE,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0173_01,TRUE,0,0,FALSE,2,FALSE,2,3,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.6722671158818674,TRUE
0174_01,TRUE,0,0,FALSE,3,TRUE,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0.5078953621916997,FALSE
0177_01,TRUE,0,1,FALSE,0,FALSE,2,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1.8835839791265443,FALSE
0178_01,TRUE,0,2,FALSE,5,FALSE,2,3,3,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1.1237714906020384,FALSE
0179_01,FALSE,2,0,FALSE,4,TRUE,2,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.6434272258193223,TRUE
0179_02,FALSE,2,0,FALSE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0179_03,FALSE,2,0,FALSE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0181_01,TRUE,0,0,FALSE,4,TRUE,2,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.38076140244254514,FALSE
0182_01,TRUE,0,1,TRUE,1,TRUE,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0183_01,TRUE,0,0,FALSE,3,FALSE,2,2,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.6115821713944515,TRUE
0186_01,TRUE,0,0,FALSE,4,TRUE,2,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.6813740485512483,FALSE
0188_01,TRUE,0,0,TRUE,4,FALSE,2,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0189_01,TRUE,0,0,FALSE,2,TRUE,0,3,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.5983824666029234,FALSE
0190_01,TRUE,0,0,TRUE,4,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0192_01,FALSE,2,0,TRUE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0192_02,FALSE,2,0,FALSE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0192_03,FALSE,2,0,FALSE,4,TRUE,2,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.644142400528122,FALSE
0193_01,FALSE,2,2,TRUE,3,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0193_02,FALSE,2,2,FALSE,3,TRUE,2,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.7007345736049777,FALSE
0193_03,FALSE,2,2,FALSE,3,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0195_01,TRUE,0,2,FALSE,3,TRUE,2,3,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.7549768718794778,TRUE
0196_01,TRUE,0,2,FALSE,5,TRUE,1,1,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0.8670395467354493,FALSE
0197_01,TRUE,0,1,FALSE,1,TRUE,2,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.9613268723637224,FALSE
0198_01,TRUE,0,0,TRUE,4,TRUE,1,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0199_01,TRUE,0,0,TRUE,4,FALSE,2,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,FALSE
0200_01,TRUE,0,0,TRUE,4,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
0201_01,FALSE,1,1,TRUE,0,FALSE,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.1403312343363434,TRUE
